district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
São Bernardo,2025-09-22,0,9,0,0,,15,primavera,industrial,3852.9
Centro,2025-09-23,1,9,0,0,,16,primavera,commercial,4050.5
Bela Vista,2025-09-23,1,9,0,0,,16,primavera,commercial,3787.0
Pinheiros,2025-09-23,1,9,0,0,,16,primavera,commercial,3290.9
Brás,2025-09-23,1,9,0,0,,16,primavera,commercial,4078.1
Liberdade,2025-09-23,1,9,0,0,,16,primavera,commercial,2088.0
Vila Mariana,2025-09-23,1,9,0,0,,16,primavera,residential,2628.7
Mooca,2025-09-23,1,9,0,0,,16,primavera,residential,2266.4
Tatuapé,2025-09-23,1,9,0,0,,16,primavera,residential,2495.1
Santana,2025-09-23,1,9,0,0,,16,primavera,residential,2155.4
Lapa,2025-09-23,1,9,0,0,,16,primavera,residential,1821.5
Butantã,2025-09-23,1,9,0,0,,16,primavera,suburban,2339.9
Vila Madalena,2025-09-23,1,9,0,0,,16,primavera,commercial,2963.0
Santo Amaro,2025-09-23,1,9,0,0,,16,primavera,commercial,3340.5
Itaquera,2025-09-23,1,9,0,0,,16,primavera,residential,2475.6
São Mateus,2025-09-23,1,9,0,0,,16,primavera,suburban,1805.2
Parelheiros,2025-09-23,1,9,0,0,,16,primavera,rural,991.5
Osasco Centro,2025-09-23,1,9,0,0,,16,primavera,commercial,3597.8
Guarulhos Centro,2025-09-23,1,9,0,0,,16,primavera,commercial,3858.9
Santo André,2025-09-23,1,9,0,0,,16,primavera,residential,2877.0
São Bernardo,2025-09-23,1,9,0,0,,16,primavera,industrial,3732.2
Centro,2025-09-24,2,9,0,0,,17,primavera,commercial,3551.7
Bela Vista,2025-09-24,2,9,0,0,,17,primavera,commercial,3708.3
Pinheiros,2025-09-24,2,9,0,0,,17,primavera,commercial,3498.1
Brás,2025-09-24,2,9,0,0,,17,primavera,commercial,4616.0
Liberdade,2025-09-24,2,9,0,0,,17,primavera,commercial,3007.7
Vila Mariana,2025-09-24,2,9,0,0,,17,primavera,residential,2983.7
Mooca,2025-09-24,2,9,0,0,,17,primavera,residential,2630.5
Tatuapé,2025-09-24,2,9,0,0,,17,primavera,residential,2457.6
Santana,2025-09-24,2,9,0,0,,17,primavera,residential,1647.6
Lapa,2025-09-24,2,9,0,0,,17,primavera,residential,2565.8
Butantã,2025-09-24,2,9,0,0,,17,primavera,suburban,2209.9
Vila Madalena,2025-09-24,2,9,0,0,,17,primavera,commercial,2508.2
Santo Amaro,2025-09-24,2,9,0,0,,17,primavera,commercial,4015.8
Itaquera,2025-09-24,2,9,0,0,,17,primavera,residential,2928.4
São Mateus,2025-09-24,2,9,0,0,,17,primavera,suburban,1834.7
Parelheiros,2025-09-24,2,9,0,0,,17,primavera,rural,1014.7
Osasco Centro,2025-09-24,2,9,0,0,,17,primavera,commercial,3716.4
Guarulhos Centro,2025-09-24,2,9,0,0,,17,primavera,commercial,3773.6
Santo André,2025-09-24,2,9,0,0,,17,primavera,residential,2853.3
São Bernardo,2025-09-24,2,9,0,0,,17,primavera,industrial,4188.5
Centro,2025-09-25,3,9,0,0,,17,primavera,commercial,4093.6
Bela Vista,2025-09-25,3,9,0,0,,17,primavera,commercial,3774.9
Pinheiros,2025-09-25,3,9,0,0,,17,primavera,commercial,3210.2
Brás,2025-09-25,3,9,0,0,,17,primavera,commercial,3936.1
Liberdade,2025-09-25,3,9,0,0,,17,primavera,commercial,2772.4
Vila Mariana,2025-09-25,3,9,0,0,,17,primavera,residential,2309.4
Mooca,2025-09-25,3,9,0,0,,17,primavera,residential,2337.7
Tatuapé,2025-09-25,3,9,0,0,,17,primavera,residential,2498.9
Santana,2025-09-25,3,9,0,0,,17,primavera,residential,2226.6
Lapa,2025-09-25,3,9,0,0,,17,primavera,residential,1771.7
Butantã,2025-09-25,3,9,0,0,,17,primavera,suburban,1874.2
Vila Madalena,2025-09-25,3,9,0,0,,17,primavera,commercial,3047.4
Santo Amaro,2025-09-25,3,9,0,0,,17,primavera,commercial,3273.3
Itaquera,2025-09-25,3,9,0,0,,17,primavera,residential,2742.1
São Mateus,2025-09-25,3,9,0,0,,17,primavera,suburban,1457.6
Parelheiros,2025-09-25,3,9,0,0,,17,primavera,rural,886.4
Osasco Centro,2025-09-25,3,9,0,0,,17,primavera,commercial,3448.7
Guarulhos Centro,2025-09-25,3,9,0,0,,17,primavera,commercial,3707.3
Santo André,2025-09-25,3,9,0,0,,17,primavera,residential,3036.5
São Bernardo,2025-09-25,3,9,0,0,,17,primavera,industrial,3994.3
Centro,2025-09-26,4,9,0,0,,16,primavera,commercial,4865.3
Bela Vista,2025-09-26,4,9,0,0,,16,primavera,commercial,4142.2
Pinheiros,2025-09-26,4,9,0,0,,16,primavera,commercial,4169.8
Brás,2025-09-26,4,9,0,0,,16,primavera,commercial,3556.7
Liberdade,2025-09-26,4,9,0,0,,16,primavera,commercial,2770.3
Vila Mariana,2025-09-26,4,9,0,0,,16,primavera,residential,3184.4
Mooca,2025-09-26,4,9,0,0,,16,primavera,residential,1771.9
Tatuapé,2025-09-26,4,9,0,0,,16,primavera,residential,2735.2
Santana,2025-09-26,4,9,0,0,,16,primavera,residential,2563.1
Lapa,2025-09-26,4,9,0,0,,16,primavera,residential,2327.7
Butantã,2025-09-26,4,9,0,0,,16,primavera,suburban,1934.2
Vila Madalena,2025-09-26,4,9,0,0,,16,primavera,commercial,3259.9
Santo Amaro,2025-09-26,4,9,0,0,,16,primavera,commercial,3483.8
Itaquera,2025-09-26,4,9,0,0,,16,primavera,residential,3007.1
São Mateus,2025-09-26,4,9,0,0,,16,primavera,suburban,1768.1
Parelheiros,2025-09-26,4,9,0,0,,16,primavera,rural,1030.5
Osasco Centro,2025-09-26,4,9,0,0,,16,primavera,commercial,4008.8
Guarulhos Centro,2025-09-26,4,9,0,0,,16,primavera,commercial,3685.1
Santo André,2025-09-26,4,9,0,0,,16,primavera,residential,2408.3
São Bernardo,2025-09-26,4,9,0,0,,16,primavera,industrial,3910.7
Centro,2025-09-27,5,9,1,0,,15,primavera,commercial,3700.5
Bela Vista,2025-09-27,5,9,1,0,,15,primavera,commercial,3708.1
Pinheiros,2025-09-27,5,9,1,0,,15,primavera,commercial,3006.3
Brás,2025-09-27,5,9,1,0,,15,primavera,commercial,3051.7
Liberdade,2025-09-27,5,9,1,0,,15,primavera,commercial,3323.9
Vila Mariana,2025-09-27,5,9,1,0,,15,primavera,residential,3171.1
Mooca,2025-09-27,5,9,1,0,,15,primavera,residential,2447.7
Tatuapé,2025-09-27,5,9,1,0,,15,primavera,residential,2468.0
Santana,2025-09-27,5,9,1,0,,15,primavera,residential,3104.6
Lapa,2025-09-27,5,9,1,0,,15,primavera,residential,2695.6
Butantã,2025-09-27,5,9,1,0,,15,primavera,suburban,2023.0
Vila Madalena,2025-09-27,5,9,1,0,,15,primavera,commercial,3975.4
Santo Amaro,2025-09-27,5,9,1,0,,15,primavera,commercial,3114.8
Itaquera,2025-09-27,5,9,1,0,,15,primavera,residential,3493.2
São Mateus,2025-09-27,5,9,1,0,,15,primavera,suburban,2036.2
Parelheiros,2025-09-27,5,9,1,0,,15,primavera,rural,928.1
Osasco Centro,2025-09-27,5,9,1,0,,15,primavera,commercial,2998.6
Guarulhos Centro,2025-09-27,5,9,1,0,,15,primavera,commercial,2776.4
Santo André,2025-09-27,5,9,1,0,,15,primavera,residential,3660.7
São Bernardo,2025-09-27,5,9,1,0,,15,primavera,industrial,2767.5
Centro,2025-09-28,6,9,1,0,,14,primavera,commercial,3166.4
Bela Vista,2025-09-28,6,9,1,0,,14,primavera,commercial,3406.7
Pinheiros,2025-09-28,6,9,1,0,,14,primavera,commercial,3025.4
Brás,2025-09-28,6,9,1,0,,14,primavera,commercial,3341.1
Liberdade,2025-09-28,6,9,1,0,,14,primavera,commercial,3390.5
Vila Mariana,2025-09-28,6,9,1,0,,14,primavera,residential,3190.4
Mooca,2025-09-28,6,9,1,0,,14,primavera,residential,2903.6
Tatuapé,2025-09-28,6,9,1,0,,14,primavera,residential,2830.2
Santana,2025-09-28,6,9,1,0,,14,primavera,residential,2366.0
Lapa,2025-09-28,6,9,1,0,,14,primavera,residential,2584.6
Butantã,2025-09-28,6,9,1,0,,14,primavera,suburban,1649.1
Vila Madalena,2025-09-28,6,9,1,0,,14,primavera,commercial,3846.5
Santo Amaro,2025-09-28,6,9,1,0,,14,primavera,commercial,2609.0
Itaquera,2025-09-28,6,9,1,0,,14,primavera,residential,3938.7
São Mateus,2025-09-28,6,9,1,0,,14,primavera,suburban,1901.0
Parelheiros,2025-09-28,6,9,1,0,,14,primavera,rural,897.6
Osasco Centro,2025-09-28,6,9,1,0,,14,primavera,commercial,2759.2
Guarulhos Centro,2025-09-28,6,9,1,0,,14,primavera,commercial,3106.0
Santo André,2025-09-28,6,9,1,0,,14,primavera,residential,3780.5
São Bernardo,2025-09-28,6,9,1,0,,14,primavera,industrial,3472.1
Centro,2025-09-29,0,9,0,0,,13,primavera,commercial,3360.6
Bela Vista,2025-09-29,0,9,0,0,,13,primavera,commercial,4306.5
Pinheiros,2025-09-29,0,9,0,0,,13,primavera,commercial,3950.9
Brás,2025-09-29,0,9,0,0,,13,primavera,commercial,3803.2
Liberdade,2025-09-29,0,9,0,0,,13,primavera,commercial,2886.5
Vila Mariana,2025-09-29,0,9,0,0,,13,primavera,residential,2395.7
Mooca,2025-09-29,0,9,0,0,,13,primavera,residential,2730.7
Tatuapé,2025-09-29,0,9,0,0,,13,primavera,residential,2257.5
Santana,2025-09-29,0,9,0,0,,13,primavera,residential,2051.3
Lapa,2025-09-29,0,9,0,0,,13,primavera,residential,2003.5
Butantã,2025-09-29,0,9,0,0,,13,primavera,suburban,1510.3
Vila Madalena,2025-09-29,0,9,0,0,,13,primavera,commercial,3637.4
Santo Amaro,2025-09-29,0,9,0,0,,13,primavera,commercial,2801.2
Itaquera,2025-09-29,0,9,0,0,,13,primavera,residential,2759.0
São Mateus,2025-09-29,0,9,0,0,,13,primavera,suburban,1367.0
Parelheiros,2025-09-29,0,9,0,0,,13,primavera,rural,776.9
Osasco Centro,2025-09-29,0,9,0,0,,13,primavera,commercial,3227.6
Guarulhos Centro,2025-09-29,0,9,0,0,,13,primavera,commercial,3027.5
Santo André,2025-09-29,0,9,0,0,,13,primavera,residential,2774.5
São Bernardo,2025-09-29,0,9,0,0,,13,primavera,industrial,3623.1
Centro,2025-09-30,1,9,0,0,,12,primavera,commercial,4898.6
Bela Vista,2025-09-30,1,9,0,0,,12,primavera,commercial,4421.0
Pinheiros,2025-09-30,1,9,0,0,,12,primavera,commercial,3346.5
Brás,2025-09-30,1,9,0,0,,12,primavera,commercial,4137.8
Liberdade,2025-09-30,1,9,0,0,,12,primavera,commercial,2963.8
Vila Mariana,2025-09-30,1,9,0,0,,12,primavera,residential,2685.8
Mooca,2025-09-30,1,9,0,0,,12,primavera,residential,2304.0
Tatuapé,2025-09-30,1,9,0,0,,12,primavera,residential,2659.3
Santana,2025-09-30,1,9,0,0,,12,primavera,residential,2038.7
Lapa,2025-09-30,1,9,0,0,,12,primavera,residential,2230.4
Butantã,2025-09-30,1,9,0,0,,12,primavera,suburban,2195.9
Vila Madalena,2025-09-30,1,9,0,0,,12,primavera,commercial,3232.6
Santo Amaro,2025-09-30,1,9,0,0,,12,primavera,commercial,3686.1
Itaquera,2025-09-30,1,9,0,0,,12,primavera,residential,3043.0
São Mateus,2025-09-30,1,9,0,0,,12,primavera,suburban,1766.8
Parelheiros,2025-09-30,1,9,0,0,,12,primavera,rural,882.5
Osasco Centro,2025-09-30,1,9,0,0,,12,primavera,commercial,2783.3
Guarulhos Centro,2025-09-30,1,9,0,0,,12,primavera,commercial,4032.9
Santo André,2025-09-30,1,9,0,0,,12,primavera,residential,1944.0
São Bernardo,2025-09-30,1,9,0,0,,12,primavera,industrial,3859.2
Centro,2025-10-01,2,10,0,0,,11,primavera,commercial,5084.3
Bela Vista,2025-10-01,2,10,0,0,,11,primavera,commercial,3305.2
Pinheiros,2025-10-01,2,10,0,0,,11,primavera,commercial,3923.6
Brás,2025-10-01,2,10,0,0,,11,primavera,commercial,3915.7
Liberdade,2025-10-01,2,10,0,0,,11,primavera,commercial,2882.5
Vila Mariana,2025-10-01,2,10,0,0,,11,primavera,residential,2895.1
Mooca,2025-10-01,2,10,0,0,,11,primavera,residential,2448.9
Tatuapé,2025-10-01,2,10,0,0,,11,primavera,residential,2043.9
Santana,2025-10-01,2,10,0,0,,11,primavera,residential,1928.1
Lapa,2025-10-01,2,10,0,0,,11,primavera,residential,2555.8
Butantã,2025-10-01,2,10,0,0,,11,primavera,suburban,2082.5
Vila Madalena,2025-10-01,2,10,0,0,,11,primavera,commercial,3774.5
Santo Amaro,2025-10-01,2,10,0,0,,11,primavera,commercial,4250.0
Itaquera,2025-10-01,2,10,0,0,,11,primavera,residential,2792.4
São Mateus,2025-10-01,2,10,0,0,,11,primavera,suburban,2434.3
Parelheiros,2025-10-01,2,10,0,0,,11,primavera,rural,886.6
Osasco Centro,2025-10-01,2,10,0,0,,11,primavera,commercial,2943.5
Guarulhos Centro,2025-10-01,2,10,0,0,,11,primavera,commercial,3363.2
Santo André,2025-10-01,2,10,0,0,,11,primavera,residential,2047.6
São Bernardo,2025-10-01,2,10,0,0,,11,primavera,industrial,4838.2
Centro,2025-10-02,3,10,0,0,,10,primavera,commercial,5327.8
Bela Vista,2025-10-02,3,10,0,0,,10,primavera,commercial,3470.4
Pinheiros,2025-10-02,3,10,0,0,,10,primavera,commercial,3641.6
Brás,2025-10-02,3,10,0,0,,10,primavera,commercial,4312.9
Liberdade,2025-10-02,3,10,0,0,,10,primavera,commercial,2668.4
Vila Mariana,2025-10-02,3,10,0,0,,10,primavera,residential,2052.4
Mooca,2025-10-02,3,10,0,0,,10,primavera,residential,2331.6
Tatuapé,2025-10-02,3,10,0,0,,10,primavera,residential,2599.8
Santana,2025-10-02,3,10,0,0,,10,primavera,residential,2082.2
Lapa,2025-10-02,3,10,0,0,,10,primavera,residential,2349.1
Butantã,2025-10-02,3,10,0,0,,10,primavera,suburban,2315.0
Vila Madalena,2025-10-02,3,10,0,0,,10,primavera,commercial,3006.5
Santo Amaro,2025-10-02,3,10,0,0,,10,primavera,commercial,3608.3
Itaquera,2025-10-02,3,10,0,0,,10,primavera,residential,3166.0
São Mateus,2025-10-02,3,10,0,0,,10,primavera,suburban,1996.5
Parelheiros,2025-10-02,3,10,0,0,,10,primavera,rural,818.8
Osasco Centro,2025-10-02,3,10,0,0,,10,primavera,commercial,3366.5
Guarulhos Centro,2025-10-02,3,10,0,0,,10,primavera,commercial,3879.2
Santo André,2025-10-02,3,10,0,0,,10,primavera,residential,2427.8
São Bernardo,2025-10-02,3,10,0,0,,10,primavera,industrial,4671.0
Centro,2025-10-03,4,10,0,0,,9,primavera,commercial,5607.1
Bela Vista,2025-10-03,4,10,0,0,,9,primavera,commercial,3861.9
Pinheiros,2025-10-03,4,10,0,0,,9,primavera,commercial,4099.2
Brás,2025-10-03,4,10,0,0,,9,primavera,commercial,4914.1
Liberdade,2025-10-03,4,10,0,0,,9,primavera,commercial,3015.8
Vila Mariana,2025-10-03,4,10,0,0,,9,primavera,residential,2942.8
Mooca,2025-10-03,4,10,0,0,,9,primavera,residential,2609.6
Tatuapé,2025-10-03,4,10,0,0,,9,primavera,residential,2383.6
Santana,2025-10-03,4,10,0,0,,9,primavera,residential,2465.6
Lapa,2025-10-03,4,10,0,0,,9,primavera,residential,2125.0
Butantã,2025-10-03,4,10,0,0,,9,primavera,suburban,2352.6
Vila Madalena,2025-10-03,4,10,0,0,,9,primavera,commercial,3069.5
Santo Amaro,2025-10-03,4,10,0,0,,9,primavera,commercial,3710.3
Itaquera,2025-10-03,4,10,0,0,,9,primavera,residential,3628.9
São Mateus,2025-10-03,4,10,0,0,,9,primavera,suburban,2122.4
Parelheiros,2025-10-03,4,10,0,0,,9,primavera,rural,823.4
Osasco Centro,2025-10-03,4,10,0,0,,9,primavera,commercial,3127.3
Guarulhos Centro,2025-10-03,4,10,0,0,,9,primavera,commercial,3614.7
Santo André,2025-10-03,4,10,0,0,,9,primavera,residential,3146.8
São Bernardo,2025-10-03,4,10,0,0,,9,primavera,industrial,4526.5
Centro,2025-10-04,5,10,1,0,,8,primavera,commercial,3537.2
Bela Vista,2025-10-04,5,10,1,0,,8,primavera,commercial,3126.6
Pinheiros,2025-10-04,5,10,1,0,,8,primavera,commercial,3677.0
Brás,2025-10-04,5,10,1,0,,8,primavera,commercial,3420.2
Liberdade,2025-10-04,5,10,1,0,,8,primavera,commercial,4100.5
Vila Mariana,2025-10-04,5,10,1,0,,8,primavera,residential,2977.0
Mooca,2025-10-04,5,10,1,0,,8,primavera,residential,3349.7
Tatuapé,2025-10-04,5,10,1,0,,8,primavera,residential,2626.4
Santana,2025-10-04,5,10,1,0,,8,primavera,residential,1984.3
Lapa,2025-10-04,5,10,1,0,,8,primavera,residential,2218.1
Butantã,2025-10-04,5,10,1,0,,8,primavera,suburban,2483.8
Vila Madalena,2025-10-04,5,10,1,0,,8,primavera,commercial,4533.0
Santo Amaro,2025-10-04,5,10,1,0,,8,primavera,commercial,2979.8
Itaquera,2025-10-04,5,10,1,0,,8,primavera,residential,3108.7
São Mateus,2025-10-04,5,10,1,0,,8,primavera,suburban,1786.4
Parelheiros,2025-10-04,5,10,1,0,,8,primavera,rural,747.2
Osasco Centro,2025-10-04,5,10,1,0,,8,primavera,commercial,3434.2
Guarulhos Centro,2025-10-04,5,10,1,0,,8,primavera,commercial,3587.9
Santo André,2025-10-04,5,10,1,0,,8,primavera,residential,3092.7
São Bernardo,2025-10-04,5,10,1,0,,8,primavera,industrial,2699.7
Centro,2025-10-05,6,10,1,0,,7,primavera,commercial,4709.8
Bela Vista,2025-10-05,6,10,1,0,,7,primavera,commercial,3416.2
Pinheiros,2025-10-05,6,10,1,0,,7,primavera,commercial,3784.6
Brás,2025-10-05,6,10,1,0,,7,primavera,commercial,2886.2
Liberdade,2025-10-05,6,10,1,0,,7,primavera,commercial,3182.8
Vila Mariana,2025-10-05,6,10,1,0,,7,primavera,residential,3067.6
Mooca,2025-10-05,6,10,1,0,,7,primavera,residential,2858.8
Tatuapé,2025-10-05,6,10,1,0,,7,primavera,residential,3112.2
Santana,2025-10-05,6,10,1,0,,7,primavera,residential,2591.2
Lapa,2025-10-05,6,10,1,0,,7,primavera,residential,2214.9
Butantã,2025-10-05,6,10,1,0,,7,primavera,suburban,2225.1
Vila Madalena,2025-10-05,6,10,1,0,,7,primavera,commercial,3795.1
Santo Amaro,2025-10-05,6,10,1,0,,7,primavera,commercial,3379.9
Itaquera,2025-10-05,6,10,1,0,,7,primavera,residential,3319.1
São Mateus,2025-10-05,6,10,1,0,,7,primavera,suburban,1760.4
Parelheiros,2025-10-05,6,10,1,0,,7,primavera,rural,803.7
Osasco Centro,2025-10-05,6,10,1,0,,7,primavera,commercial,2321.5
Guarulhos Centro,2025-10-05,6,10,1,0,,7,primavera,commercial,3837.2
Santo André,2025-10-05,6,10,1,0,,7,primavera,residential,3395.6
São Bernardo,2025-10-05,6,10,1,0,,7,primavera,industrial,3573.3
Centro,2025-10-06,0,10,0,0,,6,primavera,commercial,4451.2
Bela Vista,2025-10-06,0,10,0,0,,6,primavera,commercial,2822.8
Pinheiros,2025-10-06,0,10,0,0,,6,primavera,commercial,3151.4
Brás,2025-10-06,0,10,0,0,,6,primavera,commercial,4177.2
Liberdade,2025-10-06,0,10,0,0,,6,primavera,commercial,2942.4
Vila Mariana,2025-10-06,0,10,0,0,,6,primavera,residential,2429.3
Mooca,2025-10-06,0,10,0,0,,6,primavera,residential,2398.0
Tatuapé,2025-10-06,0,10,0,0,,6,primavera,residential,2599.5
Santana,2025-10-06,0,10,0,0,,6,primavera,residential,2127.0
Lapa,2025-10-06,0,10,0,0,,6,primavera,residential,2028.0
Butantã,2025-10-06,0,10,0,0,,6,primavera,suburban,2120.5
Vila Madalena,2025-10-06,0,10,0,0,,6,primavera,commercial,2840.4
Santo Amaro,2025-10-06,0,10,0,0,,6,primavera,commercial,2852.5
Itaquera,2025-10-06,0,10,0,0,,6,primavera,residential,2536.9
São Mateus,2025-10-06,0,10,0,0,,6,primavera,suburban,1722.0
Parelheiros,2025-10-06,0,10,0,0,,6,primavera,rural,949.9
Osasco Centro,2025-10-06,0,10,0,0,,6,primavera,commercial,3178.7
Guarulhos Centro,2025-10-06,0,10,0,0,,6,primavera,commercial,3416.3
Santo André,2025-10-06,0,10,0,0,,6,primavera,residential,2291.8
São Bernardo,2025-10-06,0,10,0,0,,6,primavera,industrial,4260.8
Centro,2025-10-07,1,10,0,0,,5,primavera,commercial,4122.1
Bela Vista,2025-10-07,1,10,0,0,,5,primavera,commercial,3904.6
Pinheiros,2025-10-07,1,10,0,0,,5,primavera,commercial,4409.0
Brás,2025-10-07,1,10,0,0,,5,primavera,commercial,4524.3
Liberdade,2025-10-07,1,10,0,0,,5,primavera,commercial,2426.7
Vila Mariana,2025-10-07,1,10,0,0,,5,primavera,residential,2047.9
Mooca,2025-10-07,1,10,0,0,,5,primavera,residential,2373.5
Tatuapé,2025-10-07,1,10,0,0,,5,primavera,residential,2310.5
Santana,2025-10-07,1,10,0,0,,5,primavera,residential,2354.0
Lapa,2025-10-07,1,10,0,0,,5,primavera,residential,2299.6
Butantã,2025-10-07,1,10,0,0,,5,primavera,suburban,2015.2
Vila Madalena,2025-10-07,1,10,0,0,,5,primavera,commercial,2855.4
Santo Amaro,2025-10-07,1,10,0,0,,5,primavera,commercial,4274.9
Itaquera,2025-10-07,1,10,0,0,,5,primavera,residential,3843.8
São Mateus,2025-10-07,1,10,0,0,,5,primavera,suburban,1809.4
Parelheiros,2025-10-07,1,10,0,0,,5,primavera,rural,921.5
Osasco Centro,2025-10-07,1,10,0,0,,5,primavera,commercial,3366.9
Guarulhos Centro,2025-10-07,1,10,0,0,,5,primavera,commercial,3526.6
Santo André,2025-10-07,1,10,0,0,,5,primavera,residential,2527.6
São Bernardo,2025-10-07,1,10,0,0,,5,primavera,industrial,3527.9
Centro,2025-10-08,2,10,0,0,,4,primavera,commercial,3862.6
Bela Vista,2025-10-08,2,10,0,0,,4,primavera,commercial,4144.2
Pinheiros,2025-10-08,2,10,0,0,,4,primavera,commercial,3510.5
Brás,2025-10-08,2,10,0,0,,4,primavera,commercial,3070.1
Liberdade,2025-10-08,2,10,0,0,,4,primavera,commercial,3177.0
Vila Mariana,2025-10-08,2,10,0,0,,4,primavera,residential,2588.1
Mooca,2025-10-08,2,10,0,0,,4,primavera,residential,2778.5
Tatuapé,2025-10-08,2,10,0,0,,4,primavera,residential,2825.1
Santana,2025-10-08,2,10,0,0,,4,primavera,residential,1796.5
Lapa,2025-10-08,2,10,0,0,,4,primavera,residential,1675.8
Butantã,2025-10-08,2,10,0,0,,4,primavera,suburban,1805.4
Vila Madalena,2025-10-08,2,10,0,0,,4,primavera,commercial,2886.0
Santo Amaro,2025-10-08,2,10,0,0,,4,primavera,commercial,3936.2
Itaquera,2025-10-08,2,10,0,0,,4,primavera,residential,2908.9
São Mateus,2025-10-08,2,10,0,0,,4,primavera,suburban,2126.7
Parelheiros,2025-10-08,2,10,0,0,,4,primavera,rural,743.5
Osasco Centro,2025-10-08,2,10,0,0,,4,primavera,commercial,3713.5
Guarulhos Centro,2025-10-08,2,10,0,0,,4,primavera,commercial,3954.9
Santo André,2025-10-08,2,10,0,0,,4,primavera,residential,2127.9
São Bernardo,2025-10-08,2,10,0,0,,4,primavera,industrial,4699.7
Centro,2025-10-09,3,10,0,0,,3,primavera,commercial,4522.2
Bela Vista,2025-10-09,3,10,0,0,,3,primavera,commercial,4137.9
Pinheiros,2025-10-09,3,10,0,0,,3,primavera,commercial,3355.4
Brás,2025-10-09,3,10,0,0,,3,primavera,commercial,4916.5
Liberdade,2025-10-09,3,10,0,0,,3,primavera,commercial,2586.8
Vila Mariana,2025-10-09,3,10,0,0,,3,primavera,residential,2859.6
Mooca,2025-10-09,3,10,0,0,,3,primavera,residential,2627.5
Tatuapé,2025-10-09,3,10,0,0,,3,primavera,residential,2387.9
Santana,2025-10-09,3,10,0,0,,3,primavera,residential,2703.8
Lapa,2025-10-09,3,10,0,0,,3,primavera,residential,2351.6
Butantã,2025-10-09,3,10,0,0,,3,primavera,suburban,2131.1
Vila Madalena,2025-10-09,3,10,0,0,,3,primavera,commercial,2548.2
Santo Amaro,2025-10-09,3,10,0,0,,3,primavera,commercial,4434.6
Itaquera,2025-10-09,3,10,0,0,,3,primavera,residential,2484.1
São Mateus,2025-10-09,3,10,0,0,,3,primavera,suburban,2102.2
Parelheiros,2025-10-09,3,10,0,0,,3,primavera,rural,778.5
Osasco Centro,2025-10-09,3,10,0,0,,3,primavera,commercial,3080.8
Guarulhos Centro,2025-10-09,3,10,0,0,,3,primavera,commercial,3984.5
Santo André,2025-10-09,3,10,0,0,,3,primavera,residential,3154.2
São Bernardo,2025-10-09,3,10,0,0,,3,primavera,industrial,3437.2
Centro,2025-10-10,4,10,0,0,,2,primavera,commercial,6222.9
Bela Vista,2025-10-10,4,10,0,0,,2,primavera,commercial,5472.7
Pinheiros,2025-10-10,4,10,0,0,,2,primavera,commercial,4088.5
Brás,2025-10-10,4,10,0,0,,2,primavera,commercial,6253.4
Liberdade,2025-10-10,4,10,0,0,,2,primavera,commercial,3062.4
Vila Mariana,2025-10-10,4,10,0,0,,2,primavera,residential,2959.4
Mooca,2025-10-10,4,10,0,0,,2,primavera,residential,3112.5
Tatuapé,2025-10-10,4,10,0,0,,2,primavera,residential,2986.5
Santana,2025-10-10,4,10,0,0,,2,primavera,residential,2772.5
Lapa,2025-10-10,4,10,0,0,,2,primavera,residential,2896.8
Butantã,2025-10-10,4,10,0,0,,2,primavera,suburban,2376.9
Vila Madalena,2025-10-10,4,10,0,0,,2,primavera,commercial,4222.6
Santo Amaro,2025-10-10,4,10,0,0,,2,primavera,commercial,4231.8
Itaquera,2025-10-10,4,10,0,0,,2,primavera,residential,3682.8
São Mateus,2025-10-10,4,10,0,0,,2,primavera,suburban,2620.4
Parelheiros,2025-10-10,4,10,0,0,,2,primavera,rural,1191.0
Osasco Centro,2025-10-10,4,10,0,0,,2,primavera,commercial,4481.4
Guarulhos Centro,2025-10-10,4,10,0,0,,2,primavera,commercial,3861.4
Santo André,2025-10-10,4,10,0,0,,2,primavera,residential,3672.8
São Bernardo,2025-10-10,4,10,0,0,,2,primavera,industrial,4464.8
Centro,2025-10-11,5,10,1,0,,1,primavera,commercial,3829.8
Bela Vista,2025-10-11,5,10,1,0,,1,primavera,commercial,4145.2
Pinheiros,2025-10-11,5,10,1,0,,1,primavera,commercial,3646.5
Brás,2025-10-11,5,10,1,0,,1,primavera,commercial,4402.4
Liberdade,2025-10-11,5,10,1,0,,1,primavera,commercial,4112.0
Vila Mariana,2025-10-11,5,10,1,0,,1,primavera,residential,2630.4
Mooca,2025-10-11,5,10,1,0,,1,primavera,residential,2849.0
Tatuapé,2025-10-11,5,10,1,0,,1,primavera,residential,2898.3
Santana,2025-10-11,5,10,1,0,,1,primavera,residential,2656.8
Lapa,2025-10-11,5,10,1,0,,1,primavera,residential,3107.9
Butantã,2025-10-11,5,10,1,0,,1,primavera,suburban,2427.0
Vila Madalena,2025-10-11,5,10,1,0,,1,primavera,commercial,4000.9
Santo Amaro,2025-10-11,5,10,1,0,,1,primavera,commercial,4371.8
Itaquera,2025-10-11,5,10,1,0,,1,primavera,residential,2737.5
São Mateus,2025-10-11,5,10,1,0,,1,primavera,suburban,2744.3
Parelheiros,2025-10-11,5,10,1,0,,1,primavera,rural,1026.2
Osasco Centro,2025-10-11,5,10,1,0,,1,primavera,commercial,3601.8
